"Time","Species"
1695210,"Starling"
1695330,"Chaffinch"
1695540,"Starling"
1696170,"Collared Dove"
1696290,"Chaffinch"
1696440,"Magpie"
1696620,"Chaffinch"
1696920,"Collared Dove"
1697310,"Starling"
1697730,"Finch"
1697790,"Blackbird"
1698360,"Finch"
1698390,"Collared Dove"
1698690,"Magpie"
1698750,"Collared Dove"
1698870,"Collared Dove"
1699020,"Magpie"
1699230,"Chaffinch"
1699380,"Starling"
1700280,"Blackbird"
1700520,"Starling"
1700880,"Starling"
1701030,"Finch"
1701120,"Collared Dove"
1701210,"Finch"
1701420,"Magpie"
1701570,"Magpie"
1701660,"Starling"
1701750,"Starling"
1701960,"Finch"
1702320,"Blackbird"
1702500,"Starling"
1702590,"Chaffinch"
1702890,"Blackbird"
1702980,"Blackbird"
1703100,"Collared Dove"
1703160,"Collared Dove"
1703250,"Starling"
1703310,"Finch"
1703550,"Starling"
1703730,"Collared Dove"
1703820,"Blackbird"
1704180,"Starling"
1704390,"Chaffinch"
1704780,"Chaffinch"
1705170,"Chaffinch"
1705200,"Magpie"
1705620,"Starling"
1705710,"Blackbird"
1705890,"Finch"
1705890,"Chaffinch"
1706190,"Finch"
1706400,"Chaffinch"
1706670,"Collared Dove"
1707180,"Collared Dove"
1707180,"Magpie"
1707210,"Collared Dove"
1707300,"Collared Dove"
1707360,"Chaffinch"
1707480,"Blackbird"
1707570,"Collared Dove"
1707960,"Chaffinch"
1708110,"Starling"
1708200,"Starling"
1708230,"Blackbird"
1708380,"Collared Dove"
1709160,"Collared Dove"
1709190,"Starling"
1709790,"Starling"
1710000,"Chaffinch"
1710090,"Collared Dove"
1710240,"Collared Dove"
1710510,"Starling"
1710810,"Finch"
1710930,"Starling"
1710960,"Magpie"
1711050,"Magpie"
1711110,"Blackbird"
1711170,"Magpie"
1711830,"Finch"
1712250,"Starling"
1712340,"Starling"
1713060,"Collared Dove"
1713270,"Chaffinch"
1713630,"Collared Dove"
1713900,"Starling"
1714260,"Starling"
1714560,"Starling"
1714830,"Starling"
1714920,"Magpie"
1714980,"Chaffinch"
1715550,"Magpie"
1715790,"Collared Dove"
1716060,"Chaffinch"
1716450,"Chaffinch"
1716570,"Finch"
1716600,"Blackbird"
1716750,"Finch"
1716840,"Chaffinch"
1717380,"Magpie"
1717650,"Chaffinch"
1717680,"Chaffinch"
1717830,"Finch"
1717890,"Finch"
1717920,"Blackbird"
1718130,"Blackbird"
1718250,"Blackbird"
1718460,"Starling"
1718490,"Chaffinch"
1718550,"Magpie"
1718760,"Blackbird"
1718940,"Collared Dove"
1719060,"Collared Dove"
1719180,"Collared Dove"
1719270,"Blackbird"
1719480,"Magpie"
1719630,"Chaffinch"
1719690,"Starling"
1719840,"Finch"
1719870,"Collared Dove"
1720710,"Chaffinch"
1720830,"Starling"
1721130,"Chaffinch"
1721280,"Chaffinch"
1721340,"Magpie"
1721490,"Chaffinch"
1721490,"Finch"
1721610,"Collared Dove"
1721640,"Chaffinch"
1722150,"Finch"
1722150,"Starling"
1722390,"Magpie"
1723140,"Starling"
1724460,"Magpie"
1725060,"Magpie"
1725270,"Chaffinch"
1725330,"Finch"
1725660,"Starling"
1725960,"Finch"
1726470,"Magpie"
1726470,"Blackbird"
1727130,"Chaffinch"
1727250,"Starling"
1727250,"Finch"
1727340,"Blackbird"
1727550,"Starling"
1727550,"Magpie"
1727580,"Starling"
1727850,"Blackbird"
1728000,"Chaffinch"
1728180,"Collared Dove"
1728210,"Starling"
1728240,"Chaffinch"
1728270,"Magpie"
1728630,"Magpie"
1728960,"Finch"
1729020,"Blackbird"
1729230,"Finch"
1729440,"Finch"
1729500,"Collared Dove"
1729650,"Magpie"
1729710,"Collared Dove"
1729830,"Finch"
1730070,"Finch"
1730460,"Collared Dove"
1731180,"Collared Dove"
1731900,"Collared Dove"
1732230,"Blackbird"
1732470,"Starling"
1732530,"Collared Dove"
1732560,"Blackbird"
1732860,"Chaffinch"
1732980,"Blackbird"
1733340,"Finch"
1733550,"Chaffinch"
1733940,"Magpie"
1733940,"Starling"
1734150,"Magpie"
1734240,"Collared Dove"
1734450,"Magpie"
1734510,"Collared Dove"
1734600,"Starling"
1734780,"Blackbird"
1735230,"Chaffinch"
1735530,"Collared Dove"
1735620,"Blackbird"
1735740,"Finch"
1735800,"Collared Dove"
1736760,"Collared Dove"
1736850,"Magpie"
1736940,"Blackbird"
1737120,"Magpie"
1737210,"Blackbird"
1737330,"Finch"
1737390,"Chaffinch"
1737600,"Starling"
1737630,"Blackbird"
1737690,"Chaffinch"
1737840,"Finch"
1738290,"Blackbird"
1738530,"Blackbird"
1738770,"Magpie"
1739010,"Collared Dove"
1739070,"Magpie"
1739190,"Finch"
1740390,"Blackbird"
1740480,"Chaffinch"
1740630,"Finch"
1740720,"Chaffinch"
1740780,"Starling"
1740990,"Finch"
1741200,"Collared Dove"
1741260,"Blackbird"
1741410,"Magpie"
1741980,"Starling"
1742100,"Collared Dove"
1742190,"Collared Dove"
1742220,"Blackbird"
1742310,"Blackbird"
1742310,"Blackbird"
1742310,"Chaffinch"
1742970,"Magpie"
1743030,"Collared Dove"
1743030,"Collared Dove"
1743150,"Collared Dove"
1743210,"Blackbird"
1743330,"Starling"
1743330,"Blackbird"
1743900,"Blackbird"
1744230,"Starling"
1744470,"Starling"
1744620,"Chaffinch"
1744770,"Starling"
1745310,"Blackbird"
1745340,"Magpie"
1745400,"Starling"
1745550,"Blackbird"
1746120,"Blackbird"
1746600,"Chaffinch"
1746660,"Collared Dove"
1747140,"Blackbird"
1747170,"Chaffinch"
1747560,"Starling"
1747830,"Starling"
1748280,"Starling"
1748670,"Collared Dove"
1748820,"Starling"
1749210,"Finch"
1749210,"Collared Dove"
1749390,"Magpie"
1750020,"Chaffinch"
1750530,"Magpie"
1750680,"Starling"
1750890,"Collared Dove"
1750920,"Chaffinch"
1750980,"Chaffinch"
1751100,"Blackbird"
1751310,"Chaffinch"
1752030,"Magpie"
1752150,"Starling"
1752480,"Blackbird"
1752570,"Chaffinch"
1753200,"Magpie"
1753260,"Chaffinch"
1753290,"Finch"
1753320,"Blackbird"
1753560,"Magpie"
1754550,"Starling"
1755150,"Finch"
1756080,"Collared Dove"
1756200,"Finch"
1756470,"Magpie"
1756680,"Starling"
1756770,"Blackbird"
1756770,"Finch"
1756830,"Magpie"
1756860,"Finch"
1756920,"Chaffinch"
1757490,"Magpie"
1757610,"Blackbird"
1757730,"Magpie"
1757730,"Collared Dove"
1757790,"Collared Dove"
1758210,"Collared Dove"
1758210,"Collared Dove"
1758510,"Blackbird"
1758780,"Chaffinch"
1758810,"Magpie"
1758990,"Collared Dove"
1759230,"Collared Dove"
1759230,"Collared Dove"
1759290,"Magpie"
1759440,"Magpie"
1759620,"Collared Dove"
1759740,"Collared Dove"
1759770,"Blackbird"
1759890,"Finch"
1760010,"Blackbird"
1760070,"Collared Dove"
1760100,"Starling"
1760430,"Starling"
1760460,"Magpie"
1760670,"Magpie"
1760730,"Chaffinch"
1760910,"Collared Dove"
1761480,"Finch"
1761630,"Finch"
1761840,"Chaffinch"
1761870,"Starling"
1761870,"Collared Dove"
1762260,"Collared Dove"
1762470,"Starling"
1763130,"Starling"
1763220,"Magpie"
1763610,"Collared Dove"
1763940,"Starling"
1764900,"Collared Dove"
1765200,"Starling"
1765830,"Chaffinch"
1765890,"Collared Dove"
1766250,"Blackbird"
1766370,"Blackbird"
1766820,"Collared Dove"
1766880,"Magpie"
1768410,"Finch"
1769040,"Magpie"
1769040,"Magpie"
1769310,"Chaffinch"
1769400,"Magpie"
1769700,"Collared Dove"
1769850,"Magpie"
1769880,"Starling"
1770060,"Blackbird"
1770210,"Chaffinch"
1770240,"Blackbird"
1770300,"Magpie"
1770330,"Blackbird"
1770420,"Finch"
1770570,"Blackbird"
1770750,"Blackbird"
1770870,"Chaffinch"
1770870,"Blackbird"
1770930,"Magpie"
1771350,"Starling"
1771410,"Collared Dove"
1771530,"Chaffinch"
1771920,"Collared Dove"
1772130,"Starling"
1772430,"Blackbird"
1772730,"Chaffinch"
1772880,"Collared Dove"
1772910,"Collared Dove"
1772940,"Chaffinch"
1773090,"Starling"
1773300,"Chaffinch"
1773390,"Collared Dove"
1773390,"Starling"
1773480,"Collared Dove"
1773720,"Collared Dove"
1773840,"Magpie"
1774440,"Blackbird"
1774470,"Chaffinch"
1774590,"Finch"
1774620,"Collared Dove"
1775490,"Chaffinch"
1775610,"Starling"
1775700,"Starling"
1775730,"Chaffinch"
1776120,"Chaffinch"
1776990,"Magpie"
1777020,"Collared Dove"
1777260,"Blackbird"
1777680,"Finch"
1778370,"Finch"
1779030,"Starling"
1779120,"Magpie"
1779240,"Finch"
1779240,"Blackbird"
1779420,"Starling"
1779960,"Magpie"
1779990,"Finch"
1780230,"Finch"
1780350,"Finch"
1780410,"Finch"
1780470,"Starling"
1780800,"Blackbird"
1781220,"Chaffinch"
1781250,"Blackbird"
1781490,"Magpie"
1781670,"Blackbird"
1781700,"Finch"
1781940,"Starling"
1782000,"Finch"
1782000,"Collared Dove"
1782120,"Starling"
1782330,"Collared Dove"
1782540,"Collared Dove"
1782570,"Chaffinch"
1782630,"Starling"
1782660,"Finch"
1782900,"Finch"
1782930,"Collared Dove"
1783590,"Finch"
1783680,"Magpie"
1783710,"Chaffinch"
1783710,"Collared Dove"
1783740,"Finch"
1783830,"Chaffinch"
1783860,"Blackbird"
1783860,"Chaffinch"
1783920,"Chaffinch"
1784010,"Magpie"
1784040,"Blackbird"
1784820,"Chaffinch"
1785150,"Blackbird"
1785630,"Chaffinch"
1785630,"Starling"
1786350,"Blackbird"
1786410,"Starling"
1786470,"Magpie"
1786920,"Finch"
1786980,"Magpie"
1787070,"Collared Dove"
1787190,"Magpie"
1787220,"Collared Dove"
1787370,"Blackbird"
1787400,"Magpie"
1787490,"Finch"
1787490,"Chaffinch"
1788090,"Collared Dove"
1788330,"Magpie"
1788360,"Finch"
1788390,"Collared Dove"
1788420,"Chaffinch"
1788990,"Starling"
1789440,"Blackbird"
1789620,"Collared Dove"
1789950,"Blackbird"
1790340,"Collared Dove"
1790760,"Blackbird"
1790850,"Magpie"
1790850,"Chaffinch"
1791240,"Chaffinch"
1791540,"Finch"
1791600,"Magpie"
1791690,"Magpie"
1792200,"Finch"
1792530,"Blackbird"
1793040,"Collared Dove"
1793070,"Collared Dove"
1793160,"Chaffinch"
1793250,"Magpie"
1793250,"Finch"
1793430,"Starling"
1793760,"Finch"
1793790,"Finch"
1793820,"Starling"
1794030,"Starling"
1794030,"Blackbird"
1794210,"Chaffinch"
1794330,"Magpie"
1794390,"Collared Dove"
1794450,"Finch"
1794840,"Blackbird"
1794990,"Collared Dove"
1794990,"Finch"
1795320,"Starling"
1795380,"Collared Dove"
1795410,"Blackbird"
1795740,"Blackbird"
1795770,"Finch"
1795980,"Magpie"
1796010,"Finch"
1796070,"Finch"
1796100,"Magpie"
1796220,"Starling"
1796340,"Chaffinch"
1796430,"Collared Dove"
1796520,"Collared Dove"
1796790,"Collared Dove"
1796970,"Magpie"
1797420,"Collared Dove"
1797510,"Chaffinch"
1798140,"Chaffinch"
1798260,"Chaffinch"
1798560,"Blackbird"
1798620,"Chaffinch"
1798620,"Chaffinch"
1798680,"Starling"
1798980,"Chaffinch"
1799220,"Starling"
1799610,"Chaffinch"
1799640,"Starling"
1800120,"Magpie"
1800270,"Collared Dove"
1800360,"Magpie"
1800870,"Magpie"
1801080,"Collared Dove"
1801950,"Collared Dove"
1802280,"Blackbird"
1802340,"Blackbird"
1802610,"Blackbird"
1802760,"Magpie"
1803270,"Chaffinch"
1803330,"Blackbird"
1803570,"Collared Dove"
1803930,"Starling"
1804140,"Finch"
1804290,"Starling"
1804560,"Chaffinch"
1804890,"Blackbird"
1804950,"Starling"
1805100,"Chaffinch"
1805340,"Starling"
1805400,"Collared Dove"
1805670,"Chaffinch"
1805760,"Blackbird"
1805940,"Collared Dove"
1806000,"Starling"
1806540,"Finch"
1807020,"Collared Dove"
1807290,"Blackbird"
1807440,"Blackbird"
1807470,"Blackbird"
1808280,"Chaffinch"
1808670,"Starling"
1808850,"Chaffinch"
1809420,"Chaffinch"
1809630,"Magpie"
1809780,"Chaffinch"
1810170,"Collared Dove"
1810470,"Chaffinch"
1810530,"Chaffinch"
1810560,"Magpie"
1810650,"Starling"
1810770,"Starling"
1811010,"Blackbird"
1811520,"Blackbird"
1811550,"Collared Dove"
1811580,"Blackbird"
1811760,"Finch"
1811880,"Magpie"
1812000,"Collared Dove"
1812060,"Collared Dove"
1812090,"Starling"
1812270,"Chaffinch"
1812510,"Finch"
1812930,"Magpie"
1813260,"Magpie"
1813770,"Starling"
1813950,"Magpie"
1814010,"Blackbird"
1814160,"Magpie"
1814400,"Finch"
1814850,"Finch"
1815210,"Collared Dove"
1815330,"Collared Dove"
1815510,"Blackbird"
1815630,"Finch"
1815690,"Starling"
1815870,"Blackbird"
1816050,"Collared Dove"
1816080,"Magpie"
1816140,"Magpie"
1816140,"Finch"
1816320,"Finch"
1816380,"Collared Dove"
1816440,"Chaffinch"
1816470,"Starling"
1816890,"Magpie"
1816950,"Finch"
1817400,"Finch"
1817910,"Blackbird"
1818300,"Starling"
1818660,"Starling"
1818660,"Collared Dove"
1819050,"Magpie"
1819140,"Chaffinch"
1819380,"Collared Dove"
1819410,"Blackbird"
1819800,"Blackbird"
1820220,"Blackbird"
1820280,"Chaffinch"
1820430,"Collared Dove"
1820580,"Collared Dove"
1820610,"Finch"
1820610,"Blackbird"
1820730,"Blackbird"
1820790,"Chaffinch"
1820850,"Chaffinch"
1820970,"Blackbird"
1821270,"Magpie"
1821330,"Starling"
1821330,"Starling"
1821450,"Chaffinch"
1821510,"Finch"
1821840,"Finch"
1821930,"Finch"
1822410,"Finch"
1822530,"Blackbird"
1822560,"Magpie"
1822950,"Collared Dove"
1822980,"Collared Dove"
1823010,"Collared Dove"
1823010,"Magpie"
1823190,"Magpie"
1823190,"Collared Dove"
1823670,"Magpie"
1824690,"Finch"
1824990,"Blackbird"
1825800,"Blackbird"
1825860,"Collared Dove"
1825920,"Blackbird"
1825980,"Collared Dove"
1825980,"Chaffinch"
1826130,"Blackbird"
1826130,"Starling"
1826730,"Chaffinch"
1826730,"Finch"
1826760,"Starling"
1827300,"Collared Dove"
1828080,"Collared Dove"
1828410,"Starling"
1828410,"Magpie"
1828590,"Blackbird"
1828950,"Chaffinch"
1829220,"Blackbird"
1829220,"Blackbird"
1829250,"Finch"
1829400,"Finch"
1829790,"Magpie"
1830000,"Collared Dove"
1830090,"Magpie"
1830180,"Finch"
1830840,"Chaffinch"
1831170,"Chaffinch"
1831410,"Starling"
1831410,"Magpie"
1831470,"Magpie"
1831830,"Magpie"
1832010,"Blackbird"
1832220,"Chaffinch"
1832250,"Chaffinch"
1832400,"Blackbird"
1832550,"Starling"
1832580,"Magpie"
1832610,"Finch"
1832670,"Collared Dove"
1833030,"Blackbird"
1833150,"Starling"
1833180,"Magpie"
1833390,"Blackbird"
1833450,"Starling"
1833450,"Magpie"
1833690,"Magpie"
1833900,"Finch"
1834590,"Chaffinch"
1835160,"Chaffinch"
1835220,"Collared Dove"
1835400,"Finch"
1835430,"Chaffinch"
1835640,"Finch"
1835760,"Magpie"
1836330,"Starling"
1836900,"Starling"
1836930,"Finch"
1836960,"Magpie"
1837440,"Collared Dove"
1837530,"Collared Dove"
1837590,"Finch"
1837620,"Magpie"
1837770,"Finch"
1837800,"Finch"
1837890,"Blackbird"
1838040,"Chaffinch"
1838250,"Collared Dove"
1838400,"Finch"
1838610,"Magpie"
1838700,"Blackbird"
1838730,"Magpie"
1838910,"Blackbird"
1839180,"Blackbird"
1839330,"Collared Dove"
1839480,"Magpie"
1839510,"Chaffinch"
1839660,"Collared Dove"
1839690,"Magpie"
1840350,"Chaffinch"
1840560,"Chaffinch"
1840770,"Magpie"
1841010,"Blackbird"
1841130,"Chaffinch"
1841250,"Finch"
1841280,"Magpie"
1841310,"Magpie"
1841430,"Magpie"
1841850,"Collared Dove"
1841940,"Magpie"
1842000,"Magpie"
1842630,"Finch"
1843050,"Magpie"
1843170,"Finch"
1843200,"Collared Dove"
1843290,"Magpie"
1843350,"Chaffinch"
1843470,"Finch"
1843590,"Magpie"
1843680,"Chaffinch"
1843680,"Starling"
1844100,"Collared Dove"
1844220,"Blackbird"
1844220,"Starling"
1844280,"Magpie"
1844400,"Magpie"
1844550,"Collared Dove"
1844580,"Collared Dove"
1844610,"Magpie"
1845120,"Collared Dove"
1845600,"Collared Dove"
1845660,"Magpie"
1845720,"Collared Dove"
1845720,"Starling"
1845780,"Collared Dove"
1845900,"Magpie"
1846140,"Finch"
1846290,"Starling"
1846620,"Finch"
1846710,"Chaffinch"
1847280,"Blackbird"
1847400,"Magpie"
1847430,"Chaffinch"
1847490,"Chaffinch"
1847670,"Finch"
1847670,"Chaffinch"
1847730,"Magpie"
1847760,"Chaffinch"
1848000,"Magpie"
1848510,"Magpie"
1848570,"Chaffinch"
1848780,"Chaffinch"
1848960,"Finch"
1849620,"Collared Dove"
1849800,"Chaffinch"
1849890,"Starling"
1849920,"Chaffinch"
1849950,"Magpie"
1850160,"Finch"
1850310,"Magpie"
1850370,"Blackbird"
1850520,"Starling"
1851150,"Blackbird"
1851420,"Starling"
1851570,"Starling"
1851660,"Starling"
1851720,"Finch"
1851750,"Magpie"
1851900,"Magpie"
1852050,"Chaffinch"
1852080,"Finch"
1852290,"Blackbird"
1852410,"Collared Dove"
1852620,"Starling"
1852950,"Magpie"
1853130,"Chaffinch"
1853310,"Magpie"
1853340,"Collared Dove"
1853880,"Magpie"
1853970,"Finch"
1854360,"Finch"
1854480,"Collared Dove"
1854570,"Starling"
1854660,"Starling"
1854720,"Finch"
1854750,"Starling"
1854750,"Magpie"
1855560,"Finch"
1855920,"Collared Dove"
1855950,"Magpie"
1856130,"Starling"
1856310,"Finch"
1856460,"Magpie"
1856700,"Starling"
1856760,"Magpie"
1857060,"Collared Dove"
1857060,"Finch"
1857150,"Finch"
1857270,"Finch"
1857300,"Finch"
1857600,"Collared Dove"
1858020,"Starling"
1858080,"Finch"
1858110,"Blackbird"
1858140,"Blackbird"
1858170,"Magpie"
1858230,"Starling"
1858440,"Magpie"
1858470,"Chaffinch"
1858590,"Collared Dove"
1858800,"Starling"
1858830,"Magpie"
1858950,"Finch"
1858950,"Magpie"
1858980,"Magpie"
1859040,"Chaffinch"
1859100,"Magpie"
1859130,"Collared Dove"
1859220,"Magpie"
1859760,"Collared Dove"
1859790,"Starling"
1860330,"Starling"
1860840,"Magpie"
1861110,"Chaffinch"
1861140,"Blackbird"
1861590,"Finch"
1861590,"Starling"
1862040,"Chaffinch"
1862220,"Finch"
1862220,"Finch"
1862400,"Finch"
1862460,"Chaffinch"
1862670,"Blackbird"
1862940,"Blackbird"
1863270,"Collared Dove"
1863300,"Finch"
1863330,"Magpie"
1863510,"Starling"
1863510,"Magpie"
1863750,"Blackbird"
1863930,"Collared Dove"
1864020,"Chaffinch"
1864020,"Collared Dove"
1864170,"Starling"
1864170,"Starling"
1864260,"Finch"
1864290,"Magpie"
1864650,"Blackbird"
1864800,"Blackbird"
1864800,"Collared Dove"
1864860,"Chaffinch"
1865010,"Finch"
1865010,"Collared Dove"
1865280,"Blackbird"
1865340,"Chaffinch"
1865430,"Finch"
1865550,"Magpie"
1865610,"Magpie"
1865790,"Finch"
1866120,"Blackbird"
1866450,"Starling"
1866570,"Magpie"
1867380,"Chaffinch"
1867530,"Collared Dove"
1867650,"Collared Dove"
1867890,"Blackbird"
1867980,"Magpie"
1868280,"Starling"
1868400,"Blackbird"
1868430,"Collared Dove"
1868490,"Blackbird"
1868520,"Starling"
1868970,"Magpie"
1869150,"Finch"
1869210,"Starling"
1869360,"Chaffinch"
1869420,"Chaffinch"
1869690,"Chaffinch"
1870080,"Blackbird"
1870350,"Magpie"
1870410,"Chaffinch"
1870470,"Finch"
1870950,"Starling"
1871160,"Starling"
1871430,"Chaffinch"
1871430,"Blackbird"
1871520,"Chaffinch"
1871520,"Chaffinch"
1871700,"Magpie"
1871820,"Finch"
1871850,"Starling"
1871910,"Chaffinch"
1871910,"Collared Dove"
1871970,"Collared Dove"
1872600,"Magpie"
1872630,"Magpie"
1872870,"Starling"
1873140,"Collared Dove"
1873260,"Collared Dove"
1873800,"Finch"
1874220,"Collared Dove"
1874580,"Blackbird"
1875060,"Magpie"
1875450,"Starling"
1875720,"Magpie"
1875720,"Chaffinch"
1875810,"Blackbird"
1876140,"Starling"
1876350,"Starling"
1876380,"Chaffinch"
1876680,"Chaffinch"
1876860,"Chaffinch"
1877040,"Starling"
1877160,"Chaffinch"
1877370,"Finch"
1877610,"Blackbird"
1878090,"Starling"
1878390,"Finch"
1878540,"Blackbird"
1878690,"Blackbird"
1878750,"Collared Dove"
1879230,"Blackbird"
1879980,"Finch"
1880100,"Blackbird"
1880520,"Starling"
1881030,"Finch"
1881540,"Finch"
1881780,"Starling"
1882380,"Finch"
1882410,"Starling"
1882410,"Collared Dove"
1882440,"Starling"
1882440,"Starling"
1882500,"Magpie"
1882620,"Finch"
1882950,"Blackbird"
1883040,"Finch"
1883220,"Collared Dove"
1883430,"Finch"
1883790,"Starling"
1883850,"Starling"
1884090,"Blackbird"
1884270,"Chaffinch"
1884570,"Blackbird"
1884660,"Starling"
1884810,"Magpie"
1884870,"Starling"
1884990,"Collared Dove"
1885320,"Collared Dove"
1885590,"Starling"
1885650,"Collared Dove"
1886160,"Collared Dove"
1886340,"Starling"
1886520,"Magpie"
1886910,"Chaffinch"
1886940,"Starling"
1887330,"Collared Dove"
1887420,"Magpie"
1887840,"Magpie"
1888410,"Magpie"
1888590,"Chaffinch"
1888830,"Starling"
1888860,"Starling"
1889100,"Magpie"
1889160,"Collared Dove"
1889430,"Blackbird"
1889460,"Starling"
1889580,"Starling"
1889640,"Magpie"
1889760,"Starling"
1890240,"Collared Dove"
1890540,"Blackbird"
1890690,"Magpie"
1890870,"Collared Dove"
1890930,"Starling"
1891170,"Collared Dove"
1891410,"Magpie"
1891560,"Collared Dove"
1891620,"Collared Dove"
1892520,"Finch"
1892520,"Magpie"
1892670,"Starling"
1893570,"Starling"
1893690,"Magpie"
1893750,"Starling"
1894140,"Starling"
1894380,"Chaffinch"
1894470,"Magpie"
1894680,"Blackbird"
1894740,"Blackbird"
1894860,"Chaffinch"
1894860,"Finch"
1895340,"Chaffinch"
1895580,"Magpie"
1895730,"Finch"
1896000,"Finch"
1896000,"Finch"
1896270,"Starling"
1896570,"Finch"
1896600,"Magpie"
1896660,"Starling"
1896810,"Chaffinch"
1896840,"Blackbird"
1897170,"Chaffinch"
1897410,"Finch"
1897620,"Finch"
1898010,"Collared Dove"
1898130,"Starling"
1898220,"Finch"
1898370,"Starling"
1898550,"Finch"
1898580,"Magpie"
1898940,"Collared Dove"
1899030,"Starling"
1899450,"Finch"
1899480,"Finch"
1899480,"Starling"
1899750,"Chaffinch"
1899780,"Finch"
1899870,"Blackbird"
1900050,"Blackbird"
1900290,"Starling"
1900530,"Chaffinch"
1900920,"Starling"
1901220,"Finch"
1901460,"Finch"
1901640,"Magpie"
1902300,"Chaffinch"
1902390,"Chaffinch"
1902450,"Finch"
1902540,"Starling"
1902720,"Chaffinch"
1903050,"Blackbird"
1903050,"Starling"
1903050,"Chaffinch"
1903710,"Collared Dove"
1903710,"Blackbird"
1903830,"Magpie"
1903950,"Collared Dove"
1904160,"Starling"
1904310,"Magpie"
1904460,"Chaffinch"
1904610,"Magpie"
1905060,"Magpie"
1905240,"Finch"
1905330,"Chaffinch"
1905450,"Collared Dove"
1905780,"Magpie"
1905960,"Blackbird"
1905990,"Starling"
1906470,"Chaffinch"
1906590,"Starling"
1906680,"Collared Dove"
1906680,"Magpie"
1906710,"Chaffinch"
1906770,"Collared Dove"
1906950,"Collared Dove"
1907100,"Finch"
1907220,"Starling"
1907220,"Blackbird"
1907700,"Finch"
1908690,"Starling"
1908810,"Chaffinch"
1909050,"Magpie"
1909200,"Blackbird"
1909560,"Magpie"
1909710,"Magpie"
1909770,"Finch"
1909770,"Magpie"
1911300,"Magpie"
1911570,"Collared Dove"
1912110,"Chaffinch"
1912350,"Finch"
1912680,"Magpie"
1913070,"Collared Dove"
1913520,"Magpie"
1913520,"Chaffinch"
1913610,"Finch"
1913610,"Chaffinch"
1913670,"Blackbird"
1913700,"Starling"
1914180,"Blackbird"
1914240,"Finch"
1914270,"Chaffinch"
1914480,"Starling"
1914840,"Chaffinch"
1915230,"Blackbird"
1915260,"Starling"
1915290,"Chaffinch"
1916250,"Starling"
1916280,"Starling"
1916400,"Blackbird"
1916700,"Starling"
1917150,"Collared Dove"
1917300,"Collared Dove"
1917420,"Finch"
1917570,"Collared Dove"
1917900,"Starling"
1917930,"Finch"
1918140,"Collared Dove"
1918170,"Starling"
1918200,"Collared Dove"
1918350,"Collared Dove"
1918440,"Blackbird"
1918920,"Finch"
1918980,"Magpie"
1919070,"Collared Dove"
1919940,"Magpie"
1920510,"Starling"
1921020,"Chaffinch"
1921080,"Collared Dove"
1921140,"Magpie"
1921170,"Collared Dove"
1921260,"Finch"
1921290,"Collared Dove"
1921350,"Starling"
1921380,"Blackbird"
1921590,"Blackbird"
1921800,"Collared Dove"
1921890,"Magpie"
1921920,"Blackbird"
1921950,"Magpie"
1922130,"Chaffinch"
1922160,"Finch"
1922610,"Finch"
1922730,"Chaffinch"
1922820,"Starling"
1922850,"Magpie"
1922940,"Chaffinch"
1923090,"Starling"
1923360,"Chaffinch"
1923510,"Collared Dove"
1923660,"Starling"
1923810,"Magpie"
1923900,"Starling"
1923930,"Finch"
1924320,"Starling"
1924890,"Chaffinch"
1925460,"Starling"
1925640,"Starling"
1925880,"Blackbird"
1926330,"Chaffinch"
1926450,"Blackbird"
1926990,"Finch"
1927110,"Blackbird"
1927710,"Finch"
1927740,"Chaffinch"
1927860,"Blackbird"
1927920,"Collared Dove"
1927980,"Chaffinch"
1928460,"Starling"
1928670,"Magpie"
1928760,"Collared Dove"
1928790,"Chaffinch"
1928940,"Collared Dove"
1929030,"Chaffinch"
1929840,"Starling"
1929990,"Magpie"
1930410,"Starling"
1930500,"Magpie"
1930620,"Magpie"
1930650,"Collared Dove"
1930680,"Collared Dove"
1930860,"Starling"
1931160,"Starling"
1931220,"Finch"
1931250,"Chaffinch"
1931310,"Starling"
1931670,"Magpie"
1931910,"Blackbird"
1932210,"Finch"
1932390,"Finch"
1932540,"Finch"
1932570,"Magpie"
1932630,"Collared Dove"
1932690,"Chaffinch"
1932720,"Finch"
1934280,"Blackbird"
1934520,"Magpie"
1934760,"Starling"
1935030,"Chaffinch"
1935630,"Chaffinch"
1935840,"Blackbird"
1936080,"Blackbird"
1936170,"Collared Dove"
1936560,"Collared Dove"
1936920,"Starling"
1937130,"Magpie"
1937250,"Starling"
1937280,"Chaffinch"
1937640,"Finch"
1937670,"Magpie"
1938060,"Magpie"
1938210,"Finch"
1938270,"Starling"
1938300,"Collared Dove"
1939020,"Chaffinch"
1939020,"Collared Dove"
1939080,"Magpie"
1939140,"Finch"
1939350,"Magpie"
1939350,"Finch"
1939410,"Magpie"
1939410,"Collared Dove"
1939680,"Blackbird"
1939680,"Blackbird"
1939680,"Magpie"
1939890,"Blackbird"
1940010,"Blackbird"
1940040,"Chaffinch"
1941120,"Finch"
1941150,"Collared Dove"
1941510,"Chaffinch"
1941540,"Finch"
1941600,"Collared Dove"
1941900,"Collared Dove"
1942170,"Starling"
1942560,"Finch"
1942860,"Finch"
1943280,"Finch"
1943280,"Magpie"
1943520,"Collared Dove"
1943580,"Magpie"
1943580,"Chaffinch"
1944180,"Magpie"
1944180,"Magpie"
1944480,"Magpie"
1944540,"Starling"
1945350,"Blackbird"
